Order_No,Time from Pickup to Arrival
Order_No_19248,3935.89
Order_No_12736,3920.62
Order_No_768,3898.64
Order_No_15332,3916.07
Order_No_21373,3871.05
Order_No_14573,3799.98
Order_No_6731,3782.84
Order_No_18436,3765.97
Order_No_2288,3760.54
Order_No_9063,3957.08
Order_No_4814,3712.84
Order_No_16747,3898.28
Order_No_6376,3892.42
Order_No_1199,3852.41
Order_No_17119,3957.08
Order_No_14832,3895.23
Order_No_12321,3752.78
Order_No_24820,3791.51
Order_No_6065,3827.36
Order_No_13176,3854.67
Order_No_23557,3923.03
Order_No_20488,3752.7
Order_No_24214,3907.98
Order_No_21206,3816.67
Order_No_1930,3797.34
Order_No_28180,3886.9
Order_No_13329,3818.59
Order_No_19004,3865.23
Order_No_27510,3920.62
Order_No_25394,3920.62
Order_No_11299,3853.05
Order_No_21269,3765.07
Order_No_3565,3895.73
Order_No_6473,3937.82
Order_No_6258,3886.15
Order_No_27480,3857.35
Order_No_23302,3892.36
Order_No_16731,3886.53
Order_No_21353,3828.88
Order_No_10610,3910.51
Order_No_5930,3938.81
Order_No_5171,3725.92
Order_No_21590,3913.64
Order_No_643,3898.98
Order_No_6308,3913.64
Order_No_16885,3730.8
Order_No_5421,3967.14
Order_No_21864,3996.81
Order_No_11618,3849.88
Order_No_27514,3904.69
Order_No_26356,3898.28
Order_No_20174,3793.99
Order_No_23193,4007.42
Order_No_17568,3927.28
Order_No_25549,3842.36
Order_No_23942,3940.33
Order_No_25817,3966.64
Order_No_16582,3831.45
Order_No_25259,3997.25
Order_No_7311,3768.05
Order_No_6198,3839.21
Order_No_18810,3904.69
Order_No_26162,3913.64
Order_No_4192,3845.18
Order_No_28224,3790.06
Order_No_15612,3748.23
Order_No_21556,3907.98
Order_No_15698,3914.63
Order_No_2619,3948.97
Order_No_10710,3892.15
Order_No_17906,3942.79
Order_No_24831,3792.64
Order_No_15312,3938.63
Order_No_17599,3922.06
Order_No_8759,3966.64
Order_No_18102,3893.56
Order_No_19596,3959.21
Order_No_18174,3784.7
Order_No_18641,3920.62
Order_No_7568,3917.68
Order_No_23561,3745.79
Order_No_21212,3988.25
Order_No_19352,3863.74
Order_No_13038,3918.61
Order_No_14688,3890.35
Order_No_5155,3946.78
Order_No_26963,3923.56
Order_No_25662,3802.24
Order_No_22324,3904.42
Order_No_4080,3952.88
Order_No_2551,3832.52
Order_No_6576,3865.23
Order_No_23150,3946.86
Order_No_12488,3901.2
Order_No_14209,3880.76
Order_No_14944,3782.83
Order_No_105,3908.91
Order_No_6400,3790.91
Order_No_23670,3920.62
Order_No_11927,3920.62
Order_No_672,3818.97
Order_No_24305,3877.79
Order_No_23438,3919.07
Order_No_11297,3876.5
Order_No_25875,3936.94
Order_No_2483,3856.26
Order_No_22525,3860.34
Order_No_85,3759.36
Order_No_25252,3940.33
Order_No_16007,3816.43
Order_No_10988,3884.18
Order_No_15321,3945.38
Order_No_16080,3965.36
Order_No_11090,3919.63
Order_No_21090,3764.17
Order_No_1621,3907.98
Order_No_24456,3935.82
Order_No_5036,3914.49
Order_No_15675,3888.82
Order_No_5672,3913.64
Order_No_4333,3760.54
Order_No_20768,3837.72
Order_No_12336,3927.28
Order_No_12293,3978.42
Order_No_6103,3917.68
Order_No_25920,3930.73
Order_No_2159,3733.57
Order_No_13215,3709.83
Order_No_15620,3978.42
Order_No_27406,3955.47
Order_No_3092,3900.42
Order_No_21088,3923.44
Order_No_6448,3838.24
Order_No_23769,3783.55
Order_No_2640,3916.07
Order_No_19108,3906.08
Order_No_2796,3983.06
Order_No_16473,3883.05
Order_No_2754,3919.62
Order_No_2678,3895.4
Order_No_12053,3838.54
Order_No_17071,3965.36
Order_No_4656,3916.03
Order_No_27607,3867.41
Order_No_6709,3898.79
Order_No_25036,3928.07
Order_No_16694,3802.57
Order_No_24366,3831.45
Order_No_9590,3944.67
Order_No_5658,3774.14
Order_No_13152,3684.37
Order_No_27538,3847.5
Order_No_2782,3914.42
Order_No_1311,3916.07
Order_No_10249,3866.95
Order_No_2624,3922.06
Order_No_27601,3895.76
Order_No_4252,3850.0
Order_No_22149,3802.8
Order_No_2699,3907.06
Order_No_12371,3913.64
Order_No_14848,3884.44
Order_No_10438,3887.12
Order_No_23513,3928.07
Order_No_9878,3883.97
Order_No_9218,3911.74
Order_No_28256,3918.54
Order_No_25676,3930.1
Order_No_26922,3934.2
Order_No_7589,3908.56
Order_No_124,3897.36
Order_No_14779,3930.17
