Order_No,Time from Pickup to Arrival
Order_No_19248,1442.7108154296875
Order_No_12736,1179.3001022338867
Order_No_768,1174.9026336669922
Order_No_15332,1129.2987899780273
Order_No_21373,1109.0690307617188
Order_No_14573,2079.96834564209
Order_No_6731,2369.63143157959
Order_No_18436,1330.0629272460938
Order_No_2288,1491.3801040649414
Order_No_9063,2282.6268157958984
Order_No_4814,1244.6726379394531
Order_No_16747,2712.537063598633
Order_No_6376,1451.475730895996
Order_No_1199,1473.5939178466797
Order_No_17119,1660.8080596923828
Order_No_14832,1198.0585250854492
Order_No_12321,714.04345703125
Order_No_24820,1614.3230895996094
Order_No_6065,1199.0752563476562
Order_No_13176,543.7856674194336
Order_No_23557,797.9298095703125
Order_No_20488,1878.3813858032227
Order_No_24214,1311.8493576049805
Order_No_21206,1825.2566604614258
Order_No_1930,787.3829650878906
Order_No_28180,2162.838623046875
Order_No_13329,482.4405517578125
Order_No_19004,1044.3703384399414
Order_No_27510,1828.4790725708008
Order_No_25394,1969.4840469360352
Order_No_11299,2582.4401779174805
Order_No_21269,1465.2444458007812
Order_No_3565,2093.1399307250977
Order_No_6473,1241.5102920532227
Order_No_6258,495.35095977783203
Order_No_27480,1995.926124572754
Order_No_23302,2216.945602416992
Order_No_16731,1764.2018356323242
Order_No_21353,1478.4556427001953
Order_No_10610,928.0812377929688
Order_No_5930,1532.2353057861328
Order_No_5171,1887.9944686889648
Order_No_21590,1830.368797302246
Order_No_643,1207.8371505737305
Order_No_6308,1195.7808456420898
Order_No_16885,1963.8344039916992
Order_No_5421,1792.3296966552734
Order_No_21864,2750.8405685424805
Order_No_11618,1262.7892837524414
Order_No_27514,2455.788787841797
Order_No_26356,1719.1615753173828
Order_No_20174,1141.0065231323242
Order_No_23193,3008.192108154297
Order_No_17568,1154.1206665039062
Order_No_25549,1377.0432586669922
Order_No_23942,1126.6423034667969
Order_No_25817,1713.3812866210938
Order_No_16582,2879.8435287475586
Order_No_25259,2423.006217956543
Order_No_7311,1250.193977355957
Order_No_6198,1571.9116134643555
Order_No_18810,1158.2120895385742
Order_No_26162,996.8470077514648
Order_No_4192,1163.1701202392578
Order_No_28224,1023.296272277832
Order_No_15612,693.6051788330078
